section id,recording id,saccade id,start timestamp [ns],end timestamp [ns],duration [ms],amplitude [px],amplitude [deg],mean velocity [px/s],peak velocity [px/s]
dd8e5674-484b-4529-8035-cb158eb757b5,15500a9f-da4b-4f40-ac69-6c13e96965ca,111,1765440782754824657,1765440782784824657,30,64.98079881041849,4.1282042611372685,2126.7787093554784,2571.3004085715356
dd8e5674-484b-4529-8035-cb158eb757b5,15500a9f-da4b-4f40-ac69-6c13e96965ca,112,1765440783225196657,1765440783250199657,25,33.61558772219382,2.141576411325303,1099.0026899688735,1210.6869441514643
dd8e5674-484b-4529-8035-cb158eb757b5,15500a9f-da4b-4f40-ac69-6c13e96965ca,113,1765440783365320657,1765440783375320657,10,9.388009265881884,0.6039507980885997,909.8895913981921,961.8300314191407
dd8e5674-484b-4529-8035-cb158eb757b5,15500a9f-da4b-4f40-ac69-6c13e96965ca,114,1765440783805816657,1765440783935940657,130,154.0971065924081,9.868189699052202,1405.7650278398567,4573.265891547452
dd8e5674-484b-4529-8035-cb158eb757b5,15500a9f-da4b-4f40-ac69-6c13e96965ca,115,1765440784035940657,1765440784086064657,50,211.50238523202228,13.546746646782294,4293.640107010261,7057.583735064559
dd8e5674-484b-4529-8035-cb158eb757b5,15500a9f-da4b-4f40-ac69-6c13e96965ca,116,1765440784291188657,1765440784321187657,30,39.09224543787808,2.5058159875100916,1331.8798641148167,1733.7294220286449
dd8e5674-484b-4529-8035-cb158eb757b5,15500a9f-da4b-4f40-ac69-6c13e96965ca,117,1765440784631560657,1765440784686560657,55,215.9588001843074,13.774533960793985,3930.295042991366,6846.0032104089
dd8e5674-484b-4529-8035-cb158eb757b5,15500a9f-da4b-4f40-ac69-6c13e96965ca,118,1765440784926808657,1765440784966808657,40,80.04346803714411,5.13118872083054,2018.1261260373294,2808.961625848745
dd8e5674-484b-4529-8035-cb158eb757b5,15500a9f-da4b-4f40-ac69-6c13e96965ca,119,1765440785417304657,1765440785487304657,70,276.0542715448362,17.767366422070758,4135.626123928703,7474.582621521881
dd8e5674-484b-4529-8035-cb158eb757b5,15500a9f-da4b-4f40-ac69-6c13e96965ca,120,1765440785752552657,1765440785957800657,205,235.44364176170905,15.160064838500874,2505.7909347978702,6870.756693113817
dd8e5674-484b-4529-8035-cb158eb757b5,15500a9f-da4b-4f40-ac69-6c13e96965ca,121,1765440786092924657,1765440786132929657,40,105.80418993789394,6.757277855002266,2813.0719724104824,3873.8324669994527
dd8e5674-484b-4529-8035-cb158eb757b5,15500a9f-da4b-4f40-ac69-6c13e96965ca,122,1765440786853543657,1765440786888668657,35,66.6066561070255,4.282945239416556,2130.7364981390688,2817.013078570655
dd8e5674-484b-4529-8035-cb158eb757b5,15500a9f-da4b-4f40-ac69-6c13e96965ca,123,1765440788169783657,1765440788244908657,75,355.3143686759837,22.63847401677104,4816.1461469629385,7529.327453773072
dd8e5674-484b-4529-8035-cb158eb757b5,15500a9f-da4b-4f40-ac69-6c13e96965ca,124,1765440788465031657,1765440788495156657,30,53.2255076919952,3.4115557059350516,2166.56460344906,2676.478323227997
